Rank,Youtuber,Subscribers,Video Views,Category,Title,Uploads,Country,Abbreviation,Channel_Type,Video_Views_Rank,Country_Rank,Channel_Type_Rank,Video_Views_For_The_Last_30_Days,Lowest_Monthly_Earnings,Highest_Monthly_Earnings,Lowest_Yearly_Earnings,Highest_Yearly_Earnings,Subscribers_For_Last_30_Days,Created_Year,Created_Month,Created_Date,Gross Tertiary Education Enrollment (%),Population,Unemployment Rate,Urban_Population,Latitude,Longitude
501,Lil Pump,17700000,4196061192.0,Music,Lil Pump,60,Unknown,Unknown,Music,1785,0,108,9243000.0,0.0,0.0,0.0,0.0,0,1970-01-01 00:00:00.000002015,Oct,15,0.0,0,0.0,0,0.0,0.0
502,Porta dos Fundos,17700000,7739048000.0,Entertainment,Porta dos Fundos,2240,Brazil,BR,Entertainment,705,27,123,35337000.0,8800.0,141300.0,106000.0,1700000.0,0,1970-01-01 00:00:00.000002012,Mar,12,51.3,212559417,12.08,183241641,-14.235004,-51.92528
503,News 24,17700000,8396875537.0,News & Politics,24 ï¿½ï¿½ï¿½ï,211620,Ukraine,UA,News,880,24,112,370779000.0,92700.0,1500000.0,1100000.0,17800000.0,230000,1970-01-01 00:00:00.000002006,Feb,5,82.7,44385155,8.88,30835699,48.379433,31.16558
504,Les' Copaque Production,17700000,9059696049.0,Film & Animation,Les' Copaque Production,1716,Malaysia,MY,Entertainment,531,1,123,117727000.0,29400.0,470900.0,353200.0,5700000.0,200000,1970-01-01 00:00:00.000002009,Nov,9,45.1,32447385,3.32,24475766,4.210484,101.975766
505,El Payaso Plim Plim,17700000,17247584185.0,Film & Animation,El Payaso Plim Plim,1316,Argentina,AR,Music,162,10,107,640030000.0,160000.0,2600000.0,1900000.0,30700000.0,600000,1970-01-01 00:00:00.000002013,Oct,18,90.0,44938712,9.79,41339571,-38.416097,-63.616672
506,zbing z.,17600000,9269174070.0,Gaming,zbing z.,3151,Thailand,TH,Games,511,7,36,55127000.0,13800.0,220500.0,165400.0,2600000.0,0,1970-01-01 00:00:00.000002014,Mar,12,49.3,69625582,0.75,35294600,15.870032,100.992541
507,MissaSinfonia,17600000,2274007523.0,Comedy,MissaSinfonia,233,Mexico,MX,Comedy,4139,17,25,27445000.0,6900.0,109800.0,82300.0,1300000.0,100000,1970-01-01 00:00:00.000002011,Jan,5,40.2,126014024,3.42,102626859,23.634501,-102.552784
508,ýýýýýýýýý Liziqi,17600000,2977741577.0,Howto & Style,ýýýýýýýýý Liziqi,128,China,CN,Howto,2917,1,16,22354000.0,5600.0,89400.0,67100.0,1100000.0,100000,1970-01-01 00:00:00.000002017,Aug,22,50.6,1397715000,4.32,842933962,35.86166,104.195397
509,The Game Theorists,17600000,3752347262.0,Gaming,TheGameTheorists,0,Australia,AU,Unknown,3612215,6095,0,0.0,0.0,0.0,0.0,0.0,0,0,Unknown,0,113.1,25766605,5.27,21844756,-25.274398,133.775136
510,DeGoBooM,17600000,6306204566.0,Gaming,DeGoBooM,4702,Chile,CL,Games,973,3,36,100215000.0,25100.0,400900.0,300600.0,4800000.0,500000,1970-01-01 00:00:00.000002014,Feb,1,88.5,18952038,7.09,16610135,-35.675147,-71.542969
511,JFlaMusic,17600000,3802280098.0,Music,JFlaMusic,326,South Korea,KR,Music,2056,12,109,11099000.0,2800.0,44400.0,33300.0,532700.0,0,1970-01-01 00:00:00.000002011,Aug,22,94.3,51709098,4.15,42106719,35.907757,127.766922
512,FactTechz,17500000,2238134438.0,Entertainment,FactTechz,709,India,IN,Entertainment,4243,86,124,21056000.0,5300.0,84200.0,63200.0,1000000.0,0,1970-01-01 00:00:00.000002016,Jul,24,28.1,1366417754,5.36,471031528,20.593684,78.96288
513,News18 India,17500000,7263619576.0,News & Politics,News18 India,182742,India,IN,News,770,85,10,394106000.0,98500.0,1600000.0,1200000.0,18900000.0,700000,1970-01-01 00:00:00.000002007,Oct,25,28.1,1366417754,5.36,471031528,20.593684,78.96288
514,Fun For Kids TV - Hindi Rhymes,17500000,7612385622.0,Entertainment,Fun For Kids TV - Hindi Rhymes,149,India,IN,Entertainment,723,86,124,109847000.0,27500.0,439400.0,329500.0,5300000.0,300000,1970-01-01 00:00:00.000002017,Sep,27,28.1,1366417754,5.36,471031528,20.593684,78.96288
515,IGN,17500000,16107116549.0,Gaming,IGN,156215,United States,US,Games,189,129,37,98342000.0,24600.0,393400.0,295000.0,4700000.0,0,1970-01-01 00:00:00.000002006,Sep,19,88.2,328239523,14.7,270663028,37.09024,-95.712891
516,Aphmau,17400000,17763586483.0,Gaming,Aphmau,4411,United States,US,Games,152,129,37,439870000.0,110000.0,1800000.0,1300000.0,21100000.0,400000,1970-01-01 00:00:00.000002012,Aug,13,88.2,328239523,14.7,270663028,37.09024,-95.712891
517,AMARINTV : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,17400000,13043561912.0,Entertainment,AMARINTV : ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½,118448,Thailand,TH,News,286,8,11,235993000.0,59000.0,944000.0,708000.0,11300000.0,200000,1970-01-01 00:00:00.000002014,Feb,5,49.3,69625582,0.75,35294600,15.870032,100.992541
518,ýýýýýýýýýýýýýýýý - Al-Remas,17400000,11144195464.0,Music,ýýýýýýýýýýýýýýýý - Al-Remas,2133,Iraq,IQ,Music,371,1,110,113003000.0,28300.0,452000.0,339000.0,5400000.0,0,1970-01-01 00:00:00.000002013,Sep,27,16.2,39309783,12.82,27783368,33.223191,43.679291
519,Koray Zeynep,17400000,16560557488.0,People & Blogs,Koray Zeynep,2078,Unknown,Unknown,People,173,0,31,426389000.0,106600.0,1700000.0,1300000.0,20500000.0,400000,1970-01-01 00:00:00.000002016,Jul,8,0.0,0,0.0,0,0.0,0.0
520,Apple,17300000,1026425106.0,Science & Technology,Apple,180,United States,US,Tech,11274,130,9,46484000.0,11600.0,185900.0,139500.0,2200000.0,100000,1970-01-01 00:00:00.000002005,Jun,22,88.2,328239523,14.7,270663028,37.09024,-95.712891
521,Stubborn Facts,17300000,902225615.0,Film & Animation,Stubborn Facts,287,India,IN,Entertainment,13315,87,125,837850.0,209.0,3400.0,2500.0,40200.0,0,1970-01-01 00:00:00.000002016,Sep,5,28.1,1366417754,5.36,471031528,20.593684,78.96288
522,Taarak Mehta Ka Ooltah Chashmah,17300000,11371738047.0,Entertainment,Taarak Mehta Ka Ooltah Chashmah,4778,India,IN,Entertainment,356,87,125,331944000.0,83000.0,1300000.0,995800.0,15900000.0,300000,1970-01-01 00:00:00.000002014,Aug,4,28.1,1366417754,5.36,471031528,20.593684,78.96288
523,HowToBasic,17300000,3684816159.0,Howto & Style,HowToBasic,582,Australia,AU,Howto,2146,6,17,15525000.0,3900.0,62100.0,46600.0,745200.0,0,1970-01-01 00:00:00.000002011,Dec,8,113.1,25766605,5.27,21844756,-25.274398,133.775136
524,PopularMMOs,17200000,14573155899.0,Gaming,PopularMMOs,4685,Unknown,Unknown,Games,240,0,38,15296000.0,3800.0,61200.0,45900.0,734200.0,100000,1970-01-01 00:00:00.000002012,Apr,17,0.0,0,0.0,0,0.0,0.0
525,Marques Brownlee,17200000,3606912471.0,Science & Technology,Marques Brownlee,1567,United States,US,Tech,2196,131,10,52325000.0,13100.0,209300.0,157000.0,2500000.0,100000,1970-01-01 00:00:00.000002008,Mar,21,88.2,328239523,14.7,270663028,37.09024,-95.712891
526,Anitta,17200000,7337212581.0,Music,Anitta,138,Brazil,BR,Music,769,28,111,72684000.0,18200.0,290700.0,218100.0,3500000.0,0,1970-01-01 00:00:00.000002011,Nov,2,51.3,212559417,12.08,183241641,-14.235004,-51.92528
527,Jason Vlogs,17200000,8903647480.0,Education,Jason Oo,83,Australia,AU,People,4031958,3450,7408,25.0,0.01,0.1,0.08,1.0,0,1970-01-01 00:00:00.000002014,Sep,11,113.1,25766605,5.27,21844756,-25.274398,133.775136
528,El Reino a Jugar,17200000,11445492404.0,Education,El Reino a Jugar,1007,Argentina,AR,Education,353,11,28,83709000.0,20900.0,334800.0,251100.0,4000000.0,100000,1970-01-01 00:00:00.000002015,Mar,3,90.0,44938712,9.79,41339571,-38.416097,-63.616672
529,Willyrex,17200000,5024088947.0,Gaming,Willyrex,7550,Spain,ES,Games,1359,9,38,15405000.0,3900.0,61600.0,46200.0,739500.0,0,1970-01-01 00:00:00.000002009,Aug,9,88.9,47076781,13.96,37927409,40.463667,-3.74922
530,TheBrianMaps,17100000,4448334716.0,Comedy,TheBrianMaps,498,Russia,RU,Entertainment,1624,6,126,37164000.0,9300.0,148700.0,111500.0,1800000.0,100000,1970-01-01 00:00:00.000002012,Jun,4,81.9,144373535,4.59,107683889,61.52401,105.318756
531,TRANS TV Official,17100000,9710962528.0,Entertainment,TRANS TV Official,148225,Indonesia,ID,Entertainment,472,18,127,45811000.0,11500.0,183200.0,137400.0,2200000.0,100000,1970-01-01 00:00:00.000002014,Sep,2,36.3,270203917,4.69,151509724,-0.789275,113.921327
532,Liza Koshy,17100000,2173106162.0,Comedy,Liza Koshy,142,United States,US,Entertainment,4443,132,127,1761000.0,440.0,7000.0,5300.0,84500.0,0,1970-01-01 00:00:00.000002013,Sep,2,88.2,328239523,14.7,270663028,37.09024,-95.712891
533,Queen Official,17000000,10847948832.0,Music,Queen Official,1015,United Kingdom,GB,Music,385,21,112,93768000.0,23400.0,375100.0,281300.0,4500000.0,100000,1970-01-01 00:00:00.000002008,Jul,7,60.0,66834405,3.85,55908316,55.378051,-3.435973
534,Prajapati News,17000000,1001465469.0,Comedy,Prajapati News,1407,India,IN,Entertainment,11662,89,128,7626000.0,1900.0,30500.0,22900.0,366100.0,100000,1970-01-01 00:00:00.000002013,Mar,14,28.1,1366417754,5.36,471031528,20.593684,78.96288
535,Gaby and Alex,17000000,8229883114.0,Entertainment,gabyandalex,1,Unknown,Unknown,People,4057752,0,7732,0.0,0.0,0.0,0.0,0.0,0,1970-01-01 00:00:00.000002008,Aug,21,0.0,0,0.0,0,0.0,0.0
536,LuisFonsiVEVO,17000000,14543594822.0,Music,LuisFonsiVEVO,97,United States,US,Music,241,133,112,49817000.0,12500.0,199300.0,149500.0,2400000.0,0,1970-01-01 00:00:00.000002009,May,12,88.2,328239523,14.7,270663028,37.09024,-95.712891
537,Pop Chartbusters,16900000,8684010451.0,Music,Pop Chartbusters,2235,India,IN,Music,574,90,113,72911000.0,18200.0,291600.0,218700.0,3500000.0,200000,1970-01-01 00:00:00.000002011,Aug,26,28.1,1366417754,5.36,471031528,20.593684,78.96288
538,Guava Juice,16900000,9111000228.0,Gaming,Guava Juice,1910,United States,US,Entertainment,527,134,129,10889000.0,2700.0,43600.0,32700.0,522600.0,0,1970-01-01 00:00:00.000002006,Jul,18,88.2,328239523,14.7,270663028,37.09024,-95.712891
539,EeOneGuy,16900000,3827906874.0,Entertainment,EeOneGuy,366,United States,US,Entertainment,2039,134,129,1635000.0,409.0,6500.0,4900.0,78500.0,0,1970-01-01 00:00:00.000002013,Mar,19,88.2,328239523,14.7,270663028,37.09024,-95.712891
540,VICE,16900000,4609753237.0,Entertainment,VICE,3900,United States,US,Entertainment,1543,134,129,36357000.0,9100.0,145400.0,109100.0,1700000.0,100000,1970-01-01 00:00:00.000002005,Dec,16,88.2,328239523,14.7,270663028,37.09024,-95.712891
541,Aayu and Pihu Show,16900000,9270331567.0,Comedy,Aayu and Pihu Show,441,India,IN,People,510,90,34,89782000.0,22400.0,359100.0,269300.0,4300000.0,0,1970-01-01 00:00:00.000002017,May,8,28.1,1366417754,5.36,471031528,20.593684,78.96288
542,Danny Fitt,16900000,9544277833.0,People & Blogs,Danny Fitt,2337,United States,US,Entertainment,488,134,129,275264000.0,68800.0,1100000.0,825800.0,13200000.0,700000,1970-01-01 00:00:00.000002016,Dec,31,88.2,328239523,14.7,270663028,37.09024,-95.712891
543,Bispo Bruno Leonardo,16900000,3523578665.0,Nonprofits & Activism,Bispo Bruno Leonardo,4891,Brazil,BR,Nonprofit,2307,29,2,149543000.0,37400.0,598200.0,448600.0,7200000.0,400000,1970-01-01 00:00:00.000002016,Apr,10,51.3,212559417,12.08,183241641,-14.235004,-51.92528
544,DeToxoMoroxo,16800000,2315962318.0,Entertainment,de toxomoroxo,1,Unknown,Unknown,Music,4056488,0,5767,0.0,0.0,0.0,0.0,0.0,0,1970-01-01 00:00:00.000002016,Apr,30,0.0,0,0.0,0,0.0,0.0
545,Doggy Doggy Cartoons,16800000,6518418501.0,Entertainment,Doggy Doggy Cartoons,0,Unknown,Unknown,Unknown,4057944,0,0,0.0,0.0,0.0,0.0,0.0,0,1970-01-01 00:00:00.000002018,Nov,11,0.0,0,0.0,0,0.0,0.0
546,deepesh zo,16800000,7206462713.0,People & Blogs,deepesh zo,41,Unknown,Unknown,People,4038822,0,7611,1.0,0.0,0.0,0.0,0.05,1,1970-01-01 00:00:00.000002021,Sep,24,0.0,0,0.0,0,0.0,0.0
547,Like Nastya IDN,16800000,7195314800.0,Entertainment,Like Nastya IDN,502,Indonesia,ID,Entertainment,795,19,130,42836000.0,10700.0,171300.0,128500.0,2100000.0,100000,1970-01-01 00:00:00.000002019,Nov,22,36.3,270203917,4.69,151509724,-0.789275,113.921327
548,Gato Galactico | GALï¿½ï¿,16800000,3693798804.0,Film & Animation,Gato Galactico | GALï¿½ï¿,1491,Brazil,BR,Entertainment,2129,30,130,44121000.0,11000.0,176500.0,132400.0,2100000.0,100000,1970-01-01 00:00:00.000002013,Apr,2,51.3,212559417,12.08,183241641,-14.235004,-51.92528
549,Salman Noman,16700000,10393037902.0,Entertainment,salman Noman,3,Unknown,Unknown,Unknown,4057674,0,0,7.0,0.0,0.03,0.02,0.34,10,1970-01-01 00:00:00.000002022,May,14,0.0,0,0.0,0,0.0,0.0
550,CoryxKenshin,16700000,7102965621.0,Gaming,CoryxKenshin,1693,United States,US,Games,814,135,39,105114000.0,26300.0,420500.0,315300.0,5000000.0,200000,1970-01-01 00:00:00.000002009,Apr,27,88.2,328239523,14.7,270663028,37.09024,-95.712891
551,With Kids[ï¿½ï¿½ï¿½ï¿½ï,16700000,8826138204.0,Entertainment,With Kids[ï¿½ï¿½ï¿½ï¿½ï,920,United States,US,Entertainment,559,135,130,45698000.0,11400.0,182800.0,137100.0,2200000.0,100000,1970-01-01 00:00:00.000002012,Jul,6,88.2,328239523,14.7,270663028,37.09024,-95.712891
552,Travis Scott,16700000,7979736581.0,Music,Travis Scott,13,United States,US,Music,564542,1920,1751,37623.0,9.0,150.0,113.0,1800.0,0,1970-01-01 00:00:00.000002010,Sep,1,88.2,328239523,14.7,270663028,37.09024,-95.712891
553,Tu COSMOPOLIS,16700000,5089284369.0,People & Blogs,Tu COSMOPOLIS,8741,Mexico,MX,People,1337,19,35,16139000.0,4000.0,64600.0,48400.0,774700.0,0,1970-01-01 00:00:00.000002014,Aug,28,40.2,126014024,3.42,102626859,23.634501,-102.552784
554,Ivana Alawi,16600000,1318442641.0,Unknown,Ivana Alawi,180,Philippines,PH,People,8338,5,36,15079000.0,3800.0,60300.0,45200.0,723800.0,100000,1970-01-01 00:00:00.000002018,Jun,1,35.5,108116615,2.15,50975903,12.879721,121.774017
555,Werever2morro,16600000,2798273962.0,Entertainment,werever2morro,0,Mexico,MX,Games,4057944,4248,7462,0.0,0.0,0.0,0.0,0.0,0,1970-01-01 00:00:00.000002010,Dec,7,40.2,126014024,3.42,102626859,23.634501,-102.552784
556,IDEAS EN 5 MINUTOS,16600000,3696973456.0,Howto & Style,Ideas En 5 Minutos,216,Spain,ES,Unknown,3108857,2753,0,65470.0,16.0,262.0,196.0,3100.0,0,1970-01-01 00:00:00.000002017,Apr,2,88.9,47076781,13.96,37927409,40.463667,-3.74922
557,NMF News,16600000,7435180827.0,News & Politics,NMF News,112261,India,IN,News,749,91,12,59201000.0,14800.0,236800.0,177600.0,2800000.0,100000,1970-01-01 00:00:00.000002013,Oct,22,28.1,1366417754,5.36,471031528,20.593684,78.96288
558,SriBalajiMovies,16600000,9439857193.0,Entertainment,SriBalajiMovies,20102,India,IN,Entertainment,497,91,132,154049000.0,38500.0,616200.0,462100.0,7400000.0,200000,1970-01-01 00:00:00.000002011,Sep,29,28.1,1366417754,5.36,471031528,20.593684,78.96288
559,Lahari Music - TSeries,16600000,11946217860.0,Music,Lahari Music - TSeries,8976,India,IN,Music,326,91,115,89012000.0,22300.0,356000.0,267000.0,4300000.0,100000,1970-01-01 00:00:00.000002011,Nov,21,28.1,1366417754,5.36,471031528,20.593684,78.96288
560,Younes Zarou,16600000,15278668857.0,Entertainment,Younes Zarou,2200,Germany,DE,Entertainment,213,4,131,617257000.0,154300.0,2500000.0,1900000.0,29600000.0,900000,1970-01-01 00:00:00.000002021,May,6,70.2,83132799,3.04,64324835,51.165691,10.451526
561,Jordan Matter,16600000,5819508534.0,Entertainment,Jordan Matter,413,United States,US,Entertainment,1088,136,132,199033000.0,49800.0,796100.0,597100.0,9600000.0,300000,1970-01-01 00:00:00.000002006,Dec,21,88.2,328239523,14.7,270663028,37.09024,-95.712891
562,ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý,16500000,2440934034.0,Entertainment,ýýýýýýýý ýýýýýýýýýýýýýýýýýýýýýý,421,United States,US,Entertainment,3778,137,133,21953000.0,5500.0,87800.0,65900.0,1100000.0,200000,1970-01-01 00:00:00.000002014,Mar,9,88.2,328239523,14.7,270663028,37.09024,-95.712891
563,FailArmy,16500000,3037260680.0,Comedy,FailArmy,438,United States,US,Entertainment,2766,137,133,112986000.0,28200.0,451900.0,339000.0,5400000.0,100000,1970-01-01 00:00:00.000002011,Jul,5,88.2,328239523,14.7,270663028,37.09024,-95.712891
564,BBC News Hindi,16500000,7043235131.0,News & Politics,BBC News Hindi,21243,India,IN,News,821,92,13,131202000.0,32800.0,524800.0,393600.0,6300000.0,300000,1970-01-01 00:00:00.000002009,Sep,22,28.1,1366417754,5.36,471031528,20.593684,78.96288
565,FunFun Toy Doll TV,16500000,7406207930.0,Entertainment,FunFun Toy Doll TV,735,United States,US,Entertainment,757,137,133,24378000.0,6100.0,97500.0,73100.0,1200000.0,0,1970-01-01 00:00:00.000002016,May,31,88.2,328239523,14.7,270663028,37.09024,-95.712891
566,Sandra Cires Art,16400000,3955426159.0,Howto & Style,Sandra Cires Art,1091,United States,US,Entertainment,1938,138,134,18028000.0,4500.0,72100.0,54100.0,865300.0,0,1970-01-01 00:00:00.000002011,Sep,27,88.2,328239523,14.7,270663028,37.09024,-95.712891
567,Kaykai Salaider,16400000,4434679706.0,Comedy,Kaykai Salaider,428,Thailand,TH,Entertainment,1636,9,134,9341000.0,2300.0,37400.0,28000.0,448400.0,0,1970-01-01 00:00:00.000002011,Jan,24,49.3,69625582,0.75,35294600,15.870032,100.992541
568,UFC - Ultimate Fighting Championship,16400000,7135820721.0,Sports,UFC - Ultimate Fighting Championship,14662,United States,US,Sports,806,138,7,133208000.0,33300.0,532800.0,399600.0,6400000.0,100000,1970-01-01 00:00:00.000002006,Mar,4,88.2,328239523,14.7,270663028,37.09024,-95.712891
569,Ch7HD,16400000,9463244435.0,Entertainment,Ch7HD,56203,Thailand,TH,Entertainment,496,9,134,87757000.0,21900.0,351000.0,263300.0,4200000.0,100000,1970-01-01 00:00:00.000002010,May,17,49.3,69625582,0.75,35294600,15.870032,100.992541
570,RCTI - LAYAR DRAMA INDONESIA,16400000,13478392540.0,Entertainment,RCTI - LAYAR DRAMA INDONESIA,1,Unknown,Unknown,People,4057943,0,7724,0.0,0.0,0.0,0.0,0.0,0,1970-01-01 00:00:00.000002020,Oct,19,0.0,0,0.0,0,0.0,0.0
571,Alfredo Larin,16400000,14431830557.0,Entertainment,Alfredo Larin,1,Unknown,Unknown,Entertainment,4057780,0,6788,1.0,0.0,0.0,0.0,0.05,0,1970-01-01 00:00:00.000002015,Nov,23,0.0,0,0.0,0,0.0,0.0
572,GMMTV OFFICIALï¿½ï¿½,16400000,12844432341.0,Entertainment,GMMTV OFFICIALï¿½ï¿½,23952,Thailand,TH,Entertainment,294,9,134,181382000.0,45300.0,725500.0,544100.0,8700000.0,200000,1970-01-01 00:00:00.000002010,Sep,13,49.3,69625582,0.75,35294600,15.870032,100.992541
573,Matt Stonie,16300000,3527627264.0,Entertainment,MattStonie,54,United States,US,Entertainment,283499,1874,1836,29735.0,7.0,119.0,89.0,1400.0,0,1970-01-01 00:00:00.000002010,Jun,19,88.2,328239523,14.7,270663028,37.09024,-95.712891
574,Boyce Avenue,16300000,6578828147.0,Music,Boyce Avenue,490,United States,US,Music,913,139,117,28787000.0,7200.0,115100.0,86400.0,1400000.0,0,1970-01-01 00:00:00.000002007,Sep,2,88.2,328239523,14.7,270663028,37.09024,-95.712891
575,Camila Cabello,16300000,6613422635.0,Music,Camila Cabello,80,United States,US,Music,906,139,117,42704000.0,10700.0,170800.0,128100.0,2000000.0,100000,1970-01-01 00:00:00.000002015,Aug,11,88.2,328239523,14.7,270663028,37.09024,-95.712891
576,Little Mix,16300000,7520242626.0,Music,Little Mix,278,United Kingdom,GB,Music,740,22,117,38604000.0,9700.0,154400.0,115800.0,1900000.0,0,1970-01-01 00:00:00.000002011,Nov,30,60.0,66834405,3.85,55908316,55.378051,-3.435973
577,SAM SMITH,16300000,10170264839.0,Music,SAM SMITH,230,United Kingdom,GB,Entertainment,428,22,135,85778000.0,21400.0,343100.0,257300.0,4100000.0,0,1970-01-01 00:00:00.000002012,Sep,14,60.0,66834405,3.85,55908316,55.378051,-3.435973
578,Pitbull,16300000,12475714382.0,Music,Pitbull,352,United States,US,Music,308,139,117,88004000.0,22000.0,352000.0,264000.0,4200000.0,0,1970-01-01 00:00:00.000002006,Jul,5,88.2,328239523,14.7,270663028,37.09024,-95.712891
579,Bollywood Classics,16300000,7141825267.0,Entertainment,Bollywood Classics,1444,India,IN,Music,804,93,116,151477000.0,37900.0,605900.0,454400.0,7300000.0,300000,1970-01-01 00:00:00.000002011,Oct,13,28.1,1366417754,5.36,471031528,20.593684,78.96288
580,Technoblade,16300000,1656452554.0,Gaming,Technoblade,989,United States,US,Games,6274,138,40,17944000.0,4500.0,71800.0,53800.0,861300.0,200000,1970-01-01 00:00:00.000002013,Oct,28,88.2,328239523,14.7,270663028,37.09024,-95.712891
581,W2S,16300000,4768370464.0,Gaming,W2S,652,United Kingdom,GB,Entertainment,1455,22,135,3079000.0,770.0,12300.0,9200.0,147800.0,0,1970-01-01 00:00:00.000002012,Jul,26,60.0,66834405,3.85,55908316,55.378051,-3.435973
582,Jennifer Lopez,16200000,10227242833.0,Music,Jennifer Lopez,258,United States,US,Music,426,140,118,63441000.0,15900.0,253800.0,190300.0,3000000.0,0,1970-01-01 00:00:00.000002005,Nov,18,88.2,328239523,14.7,270663028,37.09024,-95.712891
583,Kids Play,16200000,8091706232.0,Entertainment,Kids Play,593,United States,US,Entertainment,636,140,136,25912000.0,6500.0,103600.0,77700.0,1200000.0,0,1970-01-01 00:00:00.000002018,May,14,88.2,328239523,14.7,270663028,37.09024,-95.712891
584,T3ddy,16200000,2990185467.0,Comedy,T3ddy,1930,Brazil,BR,People,2898,31,38,33015000.0,8300.0,132100.0,99000.0,1600000.0,100000,1970-01-01 00:00:00.000002012,Jan,16,51.3,212559417,12.08,183241641,-14.235004,-51.92528
585,JJ Olatunji,16200000,4076692623.0,Gaming,JJ Olatunji,1294,United Kingdom,GB,Entertainment,1856,23,136,27808000.0,7000.0,111200.0,83400.0,1300000.0,100000,1970-01-01 00:00:00.000002011,Jan,26,60.0,66834405,3.85,55908316,55.378051,-3.435973
586,POPS Kids,16200000,9763592867.0,Music,POPS Kids,3943,Vietnam,VN,Film,462,2,30,256733000.0,64200.0,1000000.0,770200.0,12300000.0,200000,1970-01-01 00:00:00.000002014,Jan,14,28.5,96462106,2.01,35332140,14.058324,108.277199
587,Thairath Online,16200000,14563841315.0,News & Politics,Thairath Online,244899,Thailand,TH,News,238,10,14,224756000.0,56200.0,899000.0,674300.0,10800000.0,100000,1970-01-01 00:00:00.000002010,Sep,27,49.3,69625582,0.75,35294600,15.870032,100.992541
588,LEGO,16200000,20522339099.0,Entertainment,LEGO,31889,Singapore,SG,Entertainment,116,1,136,117209000.0,29300.0,468800.0,351600.0,5600000.0,200000,1970-01-01 00:00:00.000002005,Oct,22,84.8,5703569,4.11,5703569,1.352083,103.819836
589,XO TEAM,16200000,14784781923.0,People & Blogs,XO TEAM Family,189,United States,US,People,153622,1776,1495,37911.0,9.0,152.0,114.0,1800.0,1000,1970-01-01 00:00:00.000002020,Sep,12,88.2,328239523,14.7,270663028,37.09024,-95.712891
590,AdMe,16200000,4488680903.0,Entertainment,Aday Cï¿½ï¿½ï¿½ï¿½ï,10,Spain,ES,Music,4048675,4228,5766,4.0,0.0,0.02,0.01,0.19,0,1970-01-01 00:00:00.000002006,May,2,88.9,47076781,13.96,37927409,40.463667,-3.74922
591,ExtraPolinesios,16200000,4813127504.0,People & Blogs,Extra polinesios,2,Unknown,Unknown,People,3945744,0,7359,510.0,0.13,2.0,2.0,24.0,1,1970-01-01 00:00:00.000002015,Nov,21,0.0,0,0.0,0,0.0,0.0
592,Dyland PROS,16100000,1517638132.0,Entertainment,Dyland PROS,2805,Indonesia,ID,Games,6986,21,41,9619000.0,2400.0,38500.0,28900.0,461700.0,0,1970-01-01 00:00:00.000002015,Jan,28,36.3,270203917,4.69,151509724,-0.789275,113.921327
594,Vlad and Niki ARA,16100000,7399296005.0,Unknown,Vlad and Niki ARA,510,United States,US,Entertainment,759,141,137,32011000.0,8000.0,128000.0,96000.0,1500000.0,100000,1970-01-01 00:00:00.000002019,May,24,88.2,328239523,14.7,270663028,37.09024,-95.712891
595,Canal IN,16100000,2687443643.0,People & Blogs,Canal IN,723,Brazil,BR,Entertainment,3338,32,137,13802000.0,3500.0,55200.0,41400.0,662500.0,0,1970-01-01 00:00:00.000002017,Jul,21,51.3,212559417,12.08,183241641,-14.235004,-51.92528
596,TWICE,16100000,5055576881.0,Music,TWICE,1123,Unknown,Unknown,Music,1343,0,119,98720000.0,24700.0,394900.0,296200.0,4700000.0,100000,1970-01-01 00:00:00.000002016,Mar,27,0.0,0,0.0,0,0.0,0.0
597,Daily Dose Of Internet,16100000,6872702790.0,Entertainment,Daily Dose Of Internet,671,United States,US,Entertainment,851,140,136,399807000.0,100000.0,1600000.0,1200000.0,19200000.0,300000,1970-01-01 00:00:00.000002015,Jul,15,88.2,328239523,14.7,270663028,37.09024,-95.712891
598,FitDance,16100000,7126210721.0,Music,Fitdance Academy,41,France,FR,Entertainment,4006012,3726,6335,780.0,0.2,3.0,2.0,37.0,4,1970-01-01 00:00:00.000002006,Nov,20,65.6,67059887,8.43,54123364,46.227638,2.213749
599,Panda Shorts,16100000,7155736006.0,Unknown,Panda Shorts,667,Sweden,SE,Sports,792,2,8,478528000.0,119600.0,1900000.0,1400000.0,23000000.0,3000000,1970-01-01 00:00:00.000002020,Nov,21,67.0,10285453,6.48,9021165,60.128161,18.643501
600,Disney Junior,16100000,15812009296.0,Entertainment,Disney Junior,4045,United States,US,Entertainment,196,140,136,267131000.0,66800.0,1100000.0,801400.0,12800000.0,300000,1970-01-01 00:00:00.000002008,Apr,22,88.2,328239523,14.7,270663028,37.09024,-95.712891
601,La Rosa de Guadalupe,16100000,9642146451.0,Entertainment,larosadeguadalupe,0,Mexico,MX,Games,4057944,4258,7472,0.0,0.0,0.0,0.0,0.0,0,1970-01-01 00:00:00.000002008,Sep,3,40.2,126014024,3.42,102626859,23.634501,-102.552784
